local_time,ts,name,key,ok,error
2026-05-19 16:12:23,1779199943.836677,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:12:27,1779199947.182805,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:12:29,1779199949.3286211,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:12:31,1779199951.1681962,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:12:32,1779199952.995142,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:12:34,1779199954.739997,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:12:36,1779199956.3899882,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:12:38,1779199958.353258,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:12:41,1779199961.73021,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:12:43,1779199963.539179,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:13:03,1779199983.390503,virtual_scanner_deadlock_release,virtual_scanner_deadlock_release,False,
2026-05-19 16:16:00,1779200160.2284338,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:02,1779200162.031622,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:05,1779200165.5597398,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:09,1779200169.014483,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:10,1779200170.8182888,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:14,1779200174.225249,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:16,1779200176.009841,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:17,1779200177.738153,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:19,1779200179.496166,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:21,1779200181.231849,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:23,1779200183.3287292,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:25,1779200185.732715,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:27,1779200187.6168818,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:29,1779200189.394156,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:31,1779200191.126891,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:33,1779200193.235608,virtual_scanner_deadlock_brake,virtual_scanner_deadlock_brake,True,
2026-05-19 16:16:33,1779200193.238326,virtual_scanner_deadlock_release,virtual_scanner_deadlock_release,False,
2026-05-19 16:16:53,1779200213.426715,virtual_scanner_deadlock_release,virtual_scanner_deadlock_release,False,
2026-05-19 16:20:31,1779200431.623262,virtual_scanner_deadlock_release,virtual_scanner_deadlock_release,False,
2026-05-19 16:20:33,1779200433.961691,virtual_scanner_deadlock_release,virtual_scanner_deadlock_release,False,
2026-05-19 16:20:39,1779200439.355953,virtual_scanner_deadlock_release,virtual_scanner_deadlock_release,False,
2026-05-19 16:21:53,1779200513.9554482,virtual_scanner_deadlock_release,virtual_scanner_deadlock_release,False,
